id,name,height,weight,lang,types
422,shellos,3,63,"[['カラナクシ', 'ja-Hrkt'], ['Karanakushi', 'roomaji'], ['깝질무', 'ko'], ['無殼海兔', 'zh-Hant'], ['Sancoki', 'fr'], ['Schalellos', 'de'], ['Shellos', 'es'], ['Shellos', 'it'], ['Shellos', 'en'], ['カラナクシ', 'ja'], ['无壳海兔', 'zh-Hans']]","[[1, 'water']]"
423,gastrodon,9,299,"[['トリトドン', 'ja-Hrkt'], ['Toritodon', 'roomaji'], ['트리토돈', 'ko'], ['海兔獸', 'zh-Hant'], ['Tritosor', 'fr'], ['Gastrodon', 'de'], ['Gastrodon', 'es'], ['Gastrodon', 'it'], ['Gastrodon', 'en'], ['トリトドン', 'ja'], ['海兔兽', 'zh-Hans']]","[[1, 'water'], [2, 'ground']]"
424,ambipom,12,203,"[['エテボース', 'ja-Hrkt'], ['Eteboth', 'roomaji'], ['겟핸보숭', 'ko'], ['雙尾怪手', 'zh-Hant'], ['Capidextre', 'fr'], ['Ambidiffel', 'de'], ['Ambipom', 'es'], ['Ambipom', 'it'], ['Ambipom', 'en'], ['エテボース', 'ja'], ['双尾怪手', 'zh-Hans']]","[[1, 'normal']]"
425,drifloon,4,12,"[['フワンテ', 'ja-Hrkt'], ['Fuwante', 'roomaji'], ['흔들풍손', 'ko'], ['飄飄球', 'zh-Hant'], ['Baudrive', 'fr'], ['Driftlon', 'de'], ['Drifloon', 'es'], ['Drifloon', 'it'], ['Drifloon', 'en'], ['フワンテ', 'ja'], ['飘飘球', 'zh-Hans']]","[[1, 'ghost'], [2, 'flying']]"
426,drifblim,12,150,"[['フワライド', 'ja-Hrkt'], ['Fuwaride', 'roomaji'], ['둥실라이드', 'ko'], ['隨風球', 'zh-Hant'], ['Grodrive', 'fr'], ['Drifzepeli', 'de'], ['Drifblim', 'es'], ['Drifblim', 'it'], ['Drifblim', 'en'], ['フワライド', 'ja'], ['随风球', 'zh-Hans']]","[[1, 'ghost'], [2, 'flying']]"
427,buneary,4,55,"[['ミミロル', 'ja-Hrkt'], ['Mimirol', 'roomaji'], ['이어롤', 'ko'], ['捲捲耳', 'zh-Hant'], ['Laporeille', 'fr'], ['Haspiror', 'de'], ['Buneary', 'es'], ['Buneary', 'it'], ['Buneary', 'en'], ['ミミロル', 'ja'], ['卷卷耳', 'zh-Hans']]","[[1, 'normal']]"
428,lopunny,12,333,"[['ミミロップ', 'ja-Hrkt'], ['Mimilop', 'roomaji'], ['이어롭', 'ko'], ['長耳兔', 'zh-Hant'], ['Lockpin', 'fr'], ['Schlapor', 'de'], ['Lopunny', 'es'], ['Lopunny', 'it'], ['Lopunny', 'en'], ['ミミロップ', 'ja'], ['长耳兔', 'zh-Hans']]","[[1, 'normal']]"
429,mismagius,9,44,"[['ムウマージ', 'ja-Hrkt'], ['Mumage', 'roomaji'], ['무우마직', 'ko'], ['夢妖魔', 'zh-Hant'], ['Magirêve', 'fr'], ['Traunmagil', 'de'], ['Mismagius', 'es'], ['Mismagius', 'it'], ['Mismagius', 'en'], ['ムウマージ', 'ja'], ['梦妖魔', 'zh-Hans']]","[[1, 'ghost']]"
430,honchkrow,9,273,"[['ドンカラス', 'ja-Hrkt'], ['Donkarasu', 'roomaji'], ['돈크로우', 'ko'], ['烏鴉頭頭', 'zh-Hant'], ['Corboss', 'fr'], ['Kramshef', 'de'], ['Honchkrow', 'es'], ['Honchkrow', 'it'], ['Honchkrow', 'en'], ['ドンカラス', 'ja'], ['乌鸦头头', 'zh-Hans']]","[[1, 'dark'], [2, 'flying']]"
431,glameow,5,39,"[['ニャルマー', 'ja-Hrkt'], ['Nyarmar', 'roomaji'], ['나옹마', 'ko'], ['魅力喵', 'zh-Hant'], ['Chaglam', 'fr'], ['Charmian', 'de'], ['Glameow', 'es'], ['Glameow', 'it'], ['Glameow', 'en'], ['ニャルマー', 'ja'], ['魅力喵', 'zh-Hans']]","[[1, 'normal']]"
432,purugly,10,438,"[['Purugly', 'es'], ['ブニャット', 'ja-Hrkt'], ['Bunyat', 'roomaji'], ['몬냥이', 'ko'], ['東施喵', 'zh-Hant'], ['Chaffreux', 'fr'], ['Shnurgarst', 'de'], ['Purugly', 'it'], ['Purugly', 'en'], ['ブニャット', 'ja'], ['东施喵', 'zh-Hans']]","[[1, 'normal']]"
433,chingling,2,6,"[['リーシャン', 'ja-Hrkt'], ['Lisyan', 'roomaji'], ['랑딸랑', 'ko'], ['鈴鐺響', 'zh-Hant'], ['Korillon', 'fr'], ['Klingplim', 'de'], ['Chingling', 'es'], ['Chingling', 'it'], ['Chingling', 'en'], ['リーシャン', 'ja'], ['铃铛响', 'zh-Hans']]","[[1, 'psychic']]"
434,stunky,4,192,"[['スカンプー', 'ja-Hrkt'], ['Skunpoo', 'roomaji'], ['스컹뿡', 'ko'], ['臭鼬噗', 'zh-Hant'], ['Moufouette', 'fr'], ['Skunkapuh', 'de'], ['Stunky', 'es'], ['Stunky', 'it'], ['Stunky', 'en'], ['スカンプー', 'ja'], ['臭鼬噗', 'zh-Hans']]","[[1, 'poison'], [2, 'dark']]"
435,skuntank,10,380,"[['スカタンク', 'ja-Hrkt'], ['Skutank', 'roomaji'], ['스컹탱크', 'ko'], ['坦克臭鼬', 'zh-Hant'], ['Moufflair', 'fr'], ['Skuntank', 'de'], ['Skuntank', 'es'], ['Skuntank', 'it'], ['Skuntank', 'en'], ['スカタンク', 'ja'], ['坦克臭鼬', 'zh-Hans']]","[[1, 'poison'], [2, 'dark']]"
436,bronzor,5,605,"[['ドーミラー', 'ja-Hrkt'], ['Domirror', 'roomaji'], ['동미러', 'ko'], ['銅鏡怪', 'zh-Hant'], ['Archéomire', 'fr'], ['Bronzel', 'de'], ['Bronzor', 'es'], ['Bronzor', 'it'], ['Bronzor', 'en'], ['ドーミラー', 'ja'], ['铜镜怪', 'zh-Hans']]","[[1, 'steel'], [2, 'psychic']]"
437,bronzong,13,1870,"[['ドータクン', 'ja-Hrkt'], ['Dotakun', 'roomaji'], ['동탁군', 'ko'], ['青銅鐘', 'zh-Hant'], ['Archéodong', 'fr'], ['Bronzong', 'de'], ['Bronzong', 'es'], ['Bronzong', 'it'], ['Bronzong', 'en'], ['ドータクン', 'ja'], ['青铜钟', 'zh-Hans']]","[[1, 'steel'], [2, 'psychic']]"
438,bonsly,5,150,"[['ウソハチ', 'ja-Hrkt'], ['Usohachi', 'roomaji'], ['꼬지지', 'ko'], ['盆才怪', 'zh-Hant'], ['Manzaï', 'fr'], ['Mobai', 'de'], ['Bonsly', 'es'], ['Bonsly', 'it'], ['Bonsly', 'en'], ['ウソハチ', 'ja'], ['盆才怪', 'zh-Hans']]","[[1, 'rock']]"
439,mime-jr,6,130,"[['マネネ', 'ja-Hrkt'], ['Manene', 'roomaji'], ['흉내내', 'ko'], ['魔尼尼', 'zh-Hant'], ['Mime Jr.', 'fr'], ['Pantimimi', 'de'], ['Mime Jr.', 'es'], ['Mime Jr.', 'it'], ['Mime Jr.', 'en'], ['マネネ', 'ja'], ['魔尼尼', 'zh-Hans']]","[[1, 'psychic'], [2, 'fairy']]"
440,happiny,6,244,"[['ピンプク', 'ja-Hrkt'], ['Pinpuku', 'roomaji'], ['핑복', 'ko'], ['小福蛋', 'zh-Hant'], ['Ptiravi', 'fr'], ['Wonneira', 'de'], ['Happiny', 'es'], ['Happiny', 'it'], ['Happiny', 'en'], ['ピンプク', 'ja'], ['小福蛋', 'zh-Hans']]","[[1, 'normal']]"
441,chatot,5,19,"[['ペラップ', 'ja-Hrkt'], ['Perap', 'roomaji'], ['페라페', 'ko'], ['聒噪鳥', 'zh-Hant'], ['Pijako', 'fr'], ['Plaudagei', 'de'], ['Chatot', 'es'], ['Chatot', 'it'], ['Chatot', 'en'], ['ペラップ', 'ja'], ['聒噪鸟', 'zh-Hans']]","[[1, 'normal'], [2, 'flying']]"
442,spiritomb,10,1080,"[['ミカルゲ', 'ja-Hrkt'], ['Mikaruge', 'roomaji'], ['화강돌', 'ko'], ['花岩怪', 'zh-Hant'], ['Spiritomb', 'fr'], ['Kryppuk', 'de'], ['Spiritomb', 'es'], ['Spiritomb', 'it'], ['Spiritomb', 'en'], ['ミカルゲ', 'ja'], ['花岩怪', 'zh-Hans']]","[[1, 'ghost'], [2, 'dark']]"
443,gible,7,205,"[['フカマル', 'ja-Hrkt'], ['Fukamaru', 'roomaji'], ['딥상어동', 'ko'], ['圓陸鯊', 'zh-Hant'], ['Griknot', 'fr'], ['Kaumalat', 'de'], ['Gible', 'es'], ['Gible', 'it'], ['Gible', 'en'], ['フカマル', 'ja'], ['圆陆鲨', 'zh-Hans']]","[[1, 'dragon'], [2, 'ground']]"
444,gabite,14,560,"[['ガバイト', 'ja-Hrkt'], ['Gabite', 'roomaji'], ['한바이트', 'ko'], ['尖牙陸鯊', 'zh-Hant'], ['Carmache', 'fr'], ['Knarksel', 'de'], ['Gabite', 'es'], ['Gabite', 'it'], ['Gabite', 'en'], ['ガバイト', 'ja'], ['尖牙陆鲨', 'zh-Hans']]","[[1, 'dragon'], [2, 'ground']]"
445,garchomp,19,950,"[['ガブリアス', 'ja-Hrkt'], ['Gablias', 'roomaji'], ['한카리아스', 'ko'], ['烈咬陸鯊', 'zh-Hant'], ['Carchacrok', 'fr'], ['Knakrack', 'de'], ['Garchomp', 'es'], ['Garchomp', 'it'], ['Garchomp', 'en'], ['ガブリアス', 'ja'], ['烈咬陆鲨', 'zh-Hans']]","[[1, 'dragon'], [2, 'ground']]"
446,munchlax,6,1050,"[['ゴンベ', 'ja-Hrkt'], ['Gonbe', 'roomaji'], ['먹고자', 'ko'], ['小卡比獸', 'zh-Hant'], ['Goinfrex', 'fr'], ['Mampfaxo', 'de'], ['Munchlax', 'es'], ['Munchlax', 'it'], ['Munchlax', 'en'], ['ゴンベ', 'ja'], ['小卡比兽', 'zh-Hans']]","[[1, 'normal']]"
447,riolu,7,202,"[['リオル', 'ja-Hrkt'], ['Riolu', 'roomaji'], ['리오르', 'ko'], ['利歐路', 'zh-Hant'], ['Riolu', 'fr'], ['Riolu', 'de'], ['Riolu', 'es'], ['Riolu', 'it'], ['Riolu', 'en'], ['リオル', 'ja'], ['利欧路', 'zh-Hans']]","[[1, 'fighting']]"
448,lucario,12,540,"[['ルカリオ', 'ja-Hrkt'], ['Lucario', 'roomaji'], ['루카리오', 'ko'], ['路卡利歐', 'zh-Hant'], ['Lucario', 'fr'], ['Lucario', 'de'], ['Lucario', 'es'], ['Lucario', 'it'], ['Lucario', 'en'], ['ルカリオ', 'ja'], ['路卡利欧', 'zh-Hans']]","[[1, 'fighting'], [2, 'steel']]"
449,hippopotas,8,495,"[['ヒポポタス', 'ja-Hrkt'], ['Hipopotas', 'roomaji'], ['히포포타스', 'ko'], ['沙河馬', 'zh-Hant'], ['Hippopotas', 'fr'], ['Hippopotas', 'de'], ['Hippopotas', 'es'], ['Hippopotas', 'it'], ['Hippopotas', 'en'], ['ヒポポタス', 'ja'], ['沙河马', 'zh-Hans']]","[[1, 'ground']]"
450,hippowdon,20,3000,"[['カバルドン', 'ja-Hrkt'], ['Kabarudon', 'roomaji'], ['하마돈', 'ko'], ['河馬獸', 'zh-Hant'], ['Hippodocus', 'fr'], ['Hippoterus', 'de'], ['Hippowdon', 'es'], ['Hippowdon', 'it'], ['Hippowdon', 'en'], ['カバルドン', 'ja'], ['河马兽', 'zh-Hans']]","[[1, 'ground']]"
451,skorupi,8,120,"[['スコルピ', 'ja-Hrkt'], ['Scorpi', 'roomaji'], ['스콜피', 'ko'], ['鉗尾蠍', 'zh-Hant'], ['Rapion', 'fr'], ['Pionskora', 'de'], ['Skorupi', 'es'], ['Skorupi', 'it'], ['Skorupi', 'en'], ['スコルピ', 'ja'], ['钳尾蝎', 'zh-Hans']]","[[1, 'poison'], [2, 'bug']]"
452,drapion,13,615,"[['ドラピオン', 'ja-Hrkt'], ['Dorapion', 'roomaji'], ['드래피온', 'ko'], ['龍王蠍', 'zh-Hant'], ['Drascore', 'fr'], ['Piondragi', 'de'], ['Drapion', 'es'], ['Drapion', 'it'], ['Drapion', 'en'], ['ドラピオン', 'ja'], ['龙王蝎', 'zh-Hans']]","[[1, 'poison'], [2, 'dark']]"
453,croagunk,7,230,"[['グレッグル', 'ja-Hrkt'], ['Gureggru', 'roomaji'], ['삐딱구리', 'ko'], ['不良蛙', 'zh-Hant'], ['Cradopaud', 'fr'], ['Glibunkel', 'de'], ['Croagunk', 'es'], ['Croagunk', 'it'], ['Croagunk', 'en'], ['グレッグル', 'ja'], ['不良蛙', 'zh-Hans']]","[[1, 'poison'], [2, 'fighting']]"
454,toxicroak,13,444,"[['ドクロッグ', 'ja-Hrkt'], ['Dokurog', 'roomaji'], ['독개굴', 'ko'], ['毒骷蛙', 'zh-Hant'], ['Coatox', 'fr'], ['Toxiquak', 'de'], ['Toxicroak', 'es'], ['Toxicroak', 'it'], ['Toxicroak', 'en'], ['ドクロッグ', 'ja'], ['毒骷蛙', 'zh-Hans']]","[[1, 'poison'], [2, 'fighting']]"
455,carnivine,14,270,"[['マスキッパ', 'ja-Hrkt'], ['Muskippa', 'roomaji'], ['무스틈니', 'ko'], ['尖牙籠', 'zh-Hant'], ['Vortente', 'fr'], ['Venuflibis', 'de'], ['Carnivine', 'es'], ['Carnivine', 'it'], ['Carnivine', 'en'], ['マスキッパ', 'ja'], ['尖牙笼', 'zh-Hans']]","[[1, 'grass']]"
456,finneon,4,70,"[['ケイコウオ', 'ja-Hrkt'], ['Keikouo', 'roomaji'], ['형광어', 'ko'], ['螢光魚', 'zh-Hant'], ['Écayon', 'fr'], ['Finneon', 'de'], ['Finneon', 'es'], ['Finneon', 'it'], ['Finneon', 'en'], ['ケイコウオ', 'ja'], ['荧光鱼', 'zh-Hans']]","[[1, 'water']]"
457,lumineon,12,240,"[['ネオラント', 'ja-Hrkt'], ['Neolant', 'roomaji'], ['네오라이트', 'ko'], ['霓虹魚', 'zh-Hant'], ['Luminéon', 'fr'], ['Lumineon', 'de'], ['Lumineon', 'es'], ['Lumineon', 'it'], ['Lumineon', 'en'], ['ネオラント', 'ja'], ['霓虹鱼', 'zh-Hans']]","[[1, 'water']]"
458,mantyke,10,650,"[['タマンタ', 'ja-Hrkt'], ['Tamanta', 'roomaji'], ['타만타', 'ko'], ['小球飛魚', 'zh-Hant'], ['Babimanta', 'fr'], ['Mantirps', 'de'], ['Mantyke', 'es'], ['Mantyke', 'it'], ['Mantyke', 'en'], ['タマンタ', 'ja'], ['小球飞鱼', 'zh-Hans']]","[[1, 'water'], [2, 'flying']]"
459,snover,10,505,"[['ユキカブリ', 'ja-Hrkt'], ['Yukikaburi', 'roomaji'], ['눈쓰개', 'ko'], ['雪笠怪', 'zh-Hant'], ['Blizzi', 'fr'], ['Shnebedeck', 'de'], ['Snover', 'es'], ['Snover', 'it'], ['Snover', 'en'], ['ユキカブリ', 'ja'], ['雪笠怪', 'zh-Hans']]","[[1, 'grass'], [2, 'ice']]"
460,abomasnow,22,1355,"[['ユキノオー', 'ja-Hrkt'], ['Yukinooh', 'roomaji'], ['눈설왕', 'ko'], ['暴雪王', 'zh-Hant'], ['Blizzaroi', 'fr'], ['Rexblisar', 'de'], ['Abomasnow', 'es'], ['Abomasnow', 'it'], ['Abomasnow', 'en'], ['ユキノオー', 'ja'], ['暴雪王', 'zh-Hans']]","[[1, 'grass'], [2, 'ice']]"
461,weavile,11,340,"[['マニューラ', 'ja-Hrkt'], ['Manyula', 'roomaji'], ['포푸니라', 'ko'], ['瑪狃拉', 'zh-Hant'], ['Dimoret', 'fr'], ['Snibunna', 'de'], ['Weavile', 'es'], ['Weavile', 'it'], ['Weavile', 'en'], ['マニューラ', 'ja'], ['玛狃拉', 'zh-Hans']]","[[1, 'dark'], [2, 'ice']]"
462,magnezone,12,1800,"[['ジバコイル', 'ja-Hrkt'], ['Jibacoil', 'roomaji'], ['자포코일', 'ko'], ['自爆磁怪', 'zh-Hant'], ['Magnézone', 'fr'], ['Magnezone', 'de'], ['Magnezone', 'es'], ['Magnezone', 'it'], ['Magnezone', 'en'], ['ジバコイル', 'ja'], ['自爆磁怪', 'zh-Hans']]","[[1, 'electric'], [2, 'steel']]"
463,lickilicky,17,1400,"[['ベロベルト', 'ja-Hrkt'], ['Beroberto', 'roomaji'], ['내룸벨트', 'ko'], ['大舌舔', 'zh-Hant'], ['Coudlangue', 'fr'], ['Schlurplek', 'de'], ['Lickilicky', 'es'], ['Lickilicky', 'it'], ['Lickilicky', 'en'], ['ベロベルト', 'ja'], ['大舌舔', 'zh-Hans']]","[[1, 'normal']]"
464,rhyperior,24,2828,"[['ドサイドン', 'ja-Hrkt'], ['Dosydon', 'roomaji'], ['거대코뿌리', 'ko'], ['超甲狂犀', 'zh-Hant'], ['Rhinastoc', 'fr'], ['Rihornior', 'de'], ['Rhyperior', 'es'], ['Rhyperior', 'it'], ['Rhyperior', 'en'], ['ドサイドン', 'ja'], ['超甲狂犀', 'zh-Hans']]","[[1, 'ground'], [2, 'rock']]"
465,tangrowth,20,1286,"[['モジャンボ', 'ja-Hrkt'], ['Mojumbo', 'roomaji'], ['덩쿠림보', 'ko'], ['巨蔓藤', 'zh-Hant'], ['Bouldeneu', 'fr'], ['Tangoloss', 'de'], ['Tangrowth', 'es'], ['Tangrowth', 'it'], ['Tangrowth', 'en'], ['モジャンボ', 'ja'], ['巨蔓藤', 'zh-Hans']]","[[1, 'grass']]"
466,electivire,18,1386,"[['エレキブル', 'ja-Hrkt'], ['Elekible', 'roomaji'], ['에레키블', 'ko'], ['電擊魔獸', 'zh-Hant'], ['Élekable', 'fr'], ['Elevoltek', 'de'], ['Electivire', 'es'], ['Electivire', 'it'], ['Electivire', 'en'], ['エレキブル', 'ja'], ['电击魔兽', 'zh-Hans']]","[[1, 'electric']]"
467,magmortar,16,680,"[['ブーバーン', 'ja-Hrkt'], ['Booburn', 'roomaji'], ['마그마번', 'ko'], ['鴨嘴炎獸', 'zh-Hant'], ['Maganon', 'fr'], ['Magbrant', 'de'], ['Magmortar', 'es'], ['Magmortar', 'it'], ['Magmortar', 'en'], ['ブーバーン', 'ja'], ['鸭嘴炎兽', 'zh-Hans']]","[[1, 'fire']]"
468,togekiss,15,380,"[['トゲキッス', 'ja-Hrkt'], ['Togekiss', 'roomaji'], ['토게키스', 'ko'], ['波克基斯', 'zh-Hant'], ['Togekiss', 'fr'], ['Togekiss', 'de'], ['Togekiss', 'es'], ['Togekiss', 'it'], ['Togekiss', 'en'], ['トゲキッス', 'ja'], ['波克基斯', 'zh-Hans']]","[[1, 'fairy'], [2, 'flying']]"
469,yanmega,19,515,"[['メガヤンマ', 'ja-Hrkt'], ['Megayanma', 'roomaji'], ['메가자리', 'ko'], ['遠古巨蜓', 'zh-Hant'], ['Yanmega', 'fr'], ['Yanmega', 'de'], ['Yanmega', 'es'], ['Yanmega', 'it'], ['Yanmega', 'en'], ['メガヤンマ', 'ja'], ['远古巨蜓', 'zh-Hans']]","[[1, 'bug'], [2, 'flying']]"
470,leafeon,10,255,"[['リーフィア', 'ja-Hrkt'], ['Leafia', 'roomaji'], ['리피아', 'ko'], ['葉伊布', 'zh-Hant'], ['Phyllali', 'fr'], ['Folipurba', 'de'], ['Leafeon', 'es'], ['Leafeon', 'it'], ['Leafeon', 'en'], ['リーフィア', 'ja'], ['叶伊布', 'zh-Hans']]","[[1, 'grass']]"
471,glaceon,8,259,"[['グレイシア', 'ja-Hrkt'], ['Glacia', 'roomaji'], ['글레이시아', 'ko'], ['冰伊布', 'zh-Hant'], ['Givrali', 'fr'], ['Glaziola', 'de'], ['Glaceon', 'es'], ['Glaceon', 'it'], ['Glaceon', 'en'], ['グレイシア', 'ja'], ['冰伊布', 'zh-Hans']]","[[1, 'ice']]"
472,gliscor,20,425,"[['グライオン', 'ja-Hrkt'], ['Glion', 'roomaji'], ['글라이온', 'ko'], ['天蠍王', 'zh-Hant'], ['Scorvol', 'fr'], ['Skorgro', 'de'], ['Gliscor', 'es'], ['Gliscor', 'it'], ['Gliscor', 'en'], ['グライオン', 'ja'], ['天蝎王', 'zh-Hans']]","[[1, 'ground'], [2, 'flying']]"
473,mamoswine,25,2910,"[['マンムー', 'ja-Hrkt'], ['Mammoo', 'roomaji'], ['맘모꾸리', 'ko'], ['象牙豬', 'zh-Hant'], ['Mammochon', 'fr'], ['Mamutel', 'de'], ['Mamoswine', 'es'], ['Mamoswine', 'it'], ['Mamoswine', 'en'], ['マンムー', 'ja'], ['象牙猪', 'zh-Hans']]","[[1, 'ice'], [2, 'ground']]"
474,porygon-z,9,340,"[['ポリゴンＺ', 'ja-Hrkt'], ['PorygonZ', 'roomaji'], ['폴리곤Z', 'ko'], ['多邊獸Ｚ', 'zh-Hant'], ['Porygon-Z', 'fr'], ['Porygon-Z', 'de'], ['Porygon-Z', 'es'], ['Porygon-Z', 'it'], ['Porygon-Z', 'en'], ['ポリゴンＺ', 'ja'], ['多边兽乙型', 'zh-Hans']]","[[1, 'normal']]"
475,gallade,16,520,"[['エルレイド', 'ja-Hrkt'], ['Erlade', 'roomaji'], ['엘레이드', 'ko'], ['艾路雷朵', 'zh-Hant'], ['Gallame', 'fr'], ['Galagladi', 'de'], ['Gallade', 'es'], ['Gallade', 'it'], ['Gallade', 'en'], ['エルレイド', 'ja'], ['艾路雷朵', 'zh-Hans']]","[[1, 'psychic'], [2, 'fighting']]"
476,probopass,14,3400,"[['ダイノーズ', 'ja-Hrkt'], ['Dainose', 'roomaji'], ['대코파스', 'ko'], ['大朝北鼻', 'zh-Hant'], ['Tarinorme', 'fr'], ['Voluminas', 'de'], ['Probopass', 'es'], ['Probopass', 'it'], ['Probopass', 'en'], ['ダイノーズ', 'ja'], ['大朝北鼻', 'zh-Hans']]","[[1, 'rock'], [2, 'steel']]"
477,dusknoir,22,1066,"[['ヨノワール', 'ja-Hrkt'], ['Yonoir', 'roomaji'], ['야느와르몽', 'ko'], ['黑夜魔靈', 'zh-Hant'], ['Noctunoir', 'fr'], ['Zwirrfinst', 'de'], ['Dusknoir', 'es'], ['Dusknoir', 'it'], ['Dusknoir', 'en'], ['ヨノワール', 'ja'], ['黑夜魔灵', 'zh-Hans']]","[[1, 'ghost']]"
478,froslass,13,266,"[['ユキメノコ', 'ja-Hrkt'], ['Yukimenoko', 'roomaji'], ['눈여아', 'ko'], ['雪妖女', 'zh-Hant'], ['Momartik', 'fr'], ['Frosdedje', 'de'], ['Froslass', 'es'], ['Froslass', 'it'], ['Froslass', 'en'], ['ユキメノコ', 'ja'], ['雪妖女', 'zh-Hans']]","[[1, 'ice'], [2, 'ghost']]"
479,rotom,3,3,"[['ロトム', 'ja-Hrkt'], ['Rotom', 'roomaji'], ['로토무', 'ko'], ['洛托姆', 'zh-Hant'], ['Motisma', 'fr'], ['Rotom', 'de'], ['Rotom', 'es'], ['Rotom', 'it'], ['Rotom', 'en'], ['ロトム', 'ja'], ['洛托姆', 'zh-Hans']]","[[1, 'electric'], [2, 'ghost']]"
480,uxie,3,3,"[['ユクシー', 'ja-Hrkt'], ['Yuxie', 'roomaji'], ['유크시', 'ko'], ['由克希', 'zh-Hant'], ['Créhelf', 'fr'], ['Selfe', 'de'], ['Uxie', 'es'], ['Uxie', 'it'], ['Uxie', 'en'], ['ユクシー', 'ja'], ['由克希', 'zh-Hans']]","[[1, 'psychic']]"
481,mesprit,3,3,"[['エムリット', 'ja-Hrkt'], ['Emrit', 'roomaji'], ['엠라이트', 'ko'], ['艾姆利多', 'zh-Hant'], ['Créfollet', 'fr'], ['Vesprit', 'de'], ['Mesprit', 'es'], ['Mesprit', 'it'], ['Mesprit', 'en'], ['エムリット', 'ja'], ['艾姆利多', 'zh-Hans']]","[[1, 'psychic']]"
482,azelf,3,3,"[['アグノム', 'ja-Hrkt'], ['Agnome', 'roomaji'], ['아그놈', 'ko'], ['亞克諾姆', 'zh-Hant'], ['Créfadet', 'fr'], ['Tobutz', 'de'], ['Azelf', 'es'], ['Azelf', 'it'], ['Azelf', 'en'], ['アグノム', 'ja'], ['亚克诺姆', 'zh-Hans']]","[[1, 'psychic']]"
483,dialga,54,6830,"[['ディアルガ', 'ja-Hrkt'], ['Dialga', 'roomaji'], ['디아루가', 'ko'], ['帝牙盧卡', 'zh-Hant'], ['Dialga', 'fr'], ['Dialga', 'de'], ['Dialga', 'es'], ['Dialga', 'it'], ['Dialga', 'en'], ['ディアルガ', 'ja'], ['帝牙卢卡', 'zh-Hans']]","[[1, 'steel'], [2, 'dragon']]"
484,palkia,42,3360,"[['パルキア', 'ja-Hrkt'], ['Palkia', 'roomaji'], ['펄기아', 'ko'], ['帕路奇亞', 'zh-Hant'], ['Palkia', 'fr'], ['Palkia', 'de'], ['Palkia', 'es'], ['Palkia', 'it'], ['Palkia', 'en'], ['パルキア', 'ja'], ['帕路奇亚', 'zh-Hans']]","[[1, 'water'], [2, 'dragon']]"
485,heatran,17,4300,"[['ヒードラン', 'ja-Hrkt'], ['Heatran', 'roomaji'], ['히드런', 'ko'], ['席多藍恩', 'zh-Hant'], ['Heatran', 'fr'], ['Heatran', 'de'], ['Heatran', 'es'], ['Heatran', 'it'], ['Heatran', 'en'], ['ヒードラン', 'ja'], ['席多蓝恩', 'zh-Hans']]","[[1, 'fire'], [2, 'steel']]"
486,regigigas,37,4200,"[['レジギガス', 'ja-Hrkt'], ['Regigigas', 'roomaji'], ['레지기가스', 'ko'], ['雷吉奇卡斯', 'zh-Hant'], ['Regigigas', 'fr'], ['Regigigas', 'de'], ['Regigigas', 'es'], ['Regigigas', 'it'], ['Regigigas', 'en'], ['レジギガス', 'ja'], ['雷吉奇卡斯', 'zh-Hans']]","[[1, 'normal']]"
487,giratina-altered,45,7500,"[['ギラティナ', 'ja-Hrkt'], ['Giratina', 'roomaji'], ['기라티나', 'ko'], ['騎拉帝納', 'zh-Hant'], ['Giratina', 'fr'], ['Giratina', 'de'], ['Giratina', 'es'], ['Giratina', 'it'], ['Giratina', 'en'], ['ギラティナ', 'ja'], ['骑拉帝纳', 'zh-Hans']]","[[1, 'ghost'], [2, 'dragon']]"
488,cresselia,15,856,"[['クレセリア', 'ja-Hrkt'], ['Crecelia', 'roomaji'], ['크레세리아', 'ko'], ['克雷色利亞', 'zh-Hant'], ['Cresselia', 'fr'], ['Cresselia', 'de'], ['Cresselia', 'es'], ['Cresselia', 'it'], ['Cresselia', 'en'], ['クレセリア', 'ja'], ['克雷色利亚', 'zh-Hans']]","[[1, 'psychic']]"
489,phione,4,31,"[['フィオネ', 'ja-Hrkt'], ['Phione', 'roomaji'], ['피오네', 'ko'], ['霏歐納', 'zh-Hant'], ['Phione', 'fr'], ['Phione', 'de'], ['Phione', 'es'], ['Phione', 'it'], ['Phione', 'en'], ['フィオネ', 'ja'], ['霏欧纳', 'zh-Hans']]","[[1, 'water']]"
490,manaphy,3,14,"[['マナフィ', 'ja-Hrkt'], ['Manaphy', 'roomaji'], ['마나피', 'ko'], ['瑪納霏', 'zh-Hant'], ['Manaphy', 'fr'], ['Manaphy', 'de'], ['Manaphy', 'es'], ['Manaphy', 'it'], ['Manaphy', 'en'], ['マナフィ', 'ja'], ['玛纳霏', 'zh-Hans']]","[[1, 'water']]"
491,darkrai,15,505,"[['ダークライ', 'ja-Hrkt'], ['Darkrai', 'roomaji'], ['다크라이', 'ko'], ['達克萊伊', 'zh-Hant'], ['Darkrai', 'fr'], ['Darkrai', 'de'], ['Darkrai', 'es'], ['Darkrai', 'it'], ['Darkrai', 'en'], ['ダークライ', 'ja'], ['达克莱伊', 'zh-Hans']]","[[1, 'dark']]"
